,crno,corpNm,corpEnsnNm,enpPbanCmpyNm,enpRprFnm,bzno,enpBsadr,enpDtadr,enpHmpgUrl,enpTlno,enpEstbDt,enpEmpeCnt,lastOpegDt,상장여부
3693,1101110291718,주식회사호텔덕구온천,DEOKU HOT SPRING HOTEL,호텔덕구온천,"[""강윤석""]",2118146982.0,"서울특별시 강남구 압구정로 154 (신사동, 새서울주유소)",,www.duckku.co.kr,025179286,19810318.0,0,20260914,0
3694,1101110291867,(주)의학신문사,,,"[""박연준""]",2078112843.0,서울 광진구 중곡동,610-1,,82-02-467-5671,19810501.0,62,20200517,0
3695,1101110292055,서창상사(주),CHOI CHOONG YONG,,"[""최충용""]",1168103179.0,경기 성남시중원구 상대원동,133-1금강하이테크밸리508호,,82-02-473-1058,19810401.0,3,20200517,0
3696,1101110292071,(주)수일개발,"Sooil Development Co,Ltd",수일개발,"[""염윤희""]",1088130224.0,"서울특별시 강남구 남부순환로 2725 (도곡동, 양재최의원)",,sooil.com,3463-0041-102,19810326.0,0,20260914,0
3697,1101110292120,(주)진영통상,"JINYOUNG TRADING CO., LTD",진영통상,"[""이두삼""]",2208130295.0,"서울특별시 강남구 테헤란로 329 (역삼동, 삼흥오피스텔1405호)",,,02-564-5520,19810408.0,0,20260914,0
3698,1101110292154,(주)선진기계공업,,,[],,,,,,,0,20260914,0
3699,1101110292229,우남교통(주),WOONAM,,"[""변상옥""]",1198107645.0,서울 은평구 신사동,8-50,,82-02-389-7236,19810501.0,60,20200517,0
3700,1101110292287,(주)김포양행,,,[],,,,,,,0,20260914,0
3701,1101110292295,한두기업(주),,,[],,,,,,,0,20260914,0
3702,1101110292310,(주) 일심,"ILSHIM CO.,Ltd.",일심,"[""강한봉""]",2188101287.0,서울특별시 성동구 성수이로 22 (성수동2가)  62번지 일심빌딩 2층,,,(02)469-2211,19810331.0,0,20260914,0
3703,1101110292493,대금종합건설,,,"[""최인식""]",2208190366.0,강원특별자치도 원주시 호저면 원문로 537-3,,,033 734 1460,20000607.0,21,20260914,0
3704,1101110292576,(주)대도상사,,,[],,,,,,,0,20260914,0
3705,1101110292667,서울낫소(주),"SEOUL NASSAU CO.,LTD",서울낫소,"[""유준수""]",1098130528.0,"서울특별시 강서구 양천로 390 (가양동, 강서오토플랙스자동차매매센터)",,www.seoulnassau.co.kr,0264438500,19690105.0,0,20260914,0
3706,1101110292716,코데코에너지주식회사,kodeco energy co..ltd,코데코에너지,"[""최계월""]",1108130135.0,서울특별시 용산구 한남2동 738-23 4층,,,02-3785-0213,19810401.0,0,20260914,0
3707,1101110292807,이삭산업(주),,,[],,충청남도 아산시 신봉길 172 신봉리 499-1 (영인면) 신봉리,신봉리 499-1 (영인면) 신봉리,,01*********,,0,20260914,0
3708,1101110292857,세운통상(주),,,[],,,,,,,0,20260914,0
3709,1101110292873,화인건업(주),,,[],,,,,,,0,20260914,0
3710,1101110292930,(주)서우인터내셔날,,,[],,,,,,,0,20260914,0
3711,1101110293011,애경화학,aekyung chemical,애경화학,"[""표경원""]",1138108840.0,서울특별시 구로구 공원로 7 (구로동) 미성빌딩,,,02-860-7698,19790418.0,0,20260914,0
3712,1101110293087,주식회사 세원엔테크,"SEWON ENTECH CO.,LTD",세원엔테크,"[""유광규"", ""김영범""]",1368106258.0,경기도 김포시 양촌면 누산리 763-3,,,0319865501,19810406.0,0,20260914,0
3713,1101110293194,주식회사 성우,"SUNG WOO Co.,Ltd",성우,"[""조명현""]",2028152175.0,서울특별시 중구 남대문로 1가 18 대일빌딩 8층,,www.sungwootex.co.kr,730-2660~8,19810407.0,0,20260914,0
3714,1101110293235,(주)하림무역,HA LIM TRADING CO.,,"[""이자형""]",1198106777.0,서울특별시  금천구  시흥대로  258,(시흥동),,82-02-802-0017,19810501.0,12,20200517,0
3715,1101110293243,(주)이시엘,"ECL CO.,LTD",,"[""박성용""]",2188102419.0,경기도 성남시 중원구 사기막골로 124,"메가동 1009호 (상대원동,SKN테크노파크)",,82-031-776-2230,19810407.0,18,20200517,0
3716,1101110293251,성산물산(주),,,[],,,,,,,0,20260914,0
3717,1101110293285,청학산업주식회사,Chunghak Industrial Co.,청학산업,"[""남상준""]",1178103129.0,서울특별시 양천구 목동 405-25,,,2647-9611,19810408.0,0,20260914,0
3718,1101110293303,(주)한국섬유신문,THE KOREA FASHION TEXTILE NEWS,,"[""김시중""]",1058156768.0,서울 마포구 서교동,440-15,,82-02-326-3600,,0,20200517,0
3719,1101110293467,주식회사 거성주택,Geosung Construction Co. Ltd.,거성주택,"[""이종래""]",1148101990.0,서울특별시 서초구 방배동 812-16 대명빌딩 5층,,,534-2843,19810501.0,0,20260914,0
3720,1101110293483,(주)대현상공,"DAE HYUN SNAGONG CO., Ltd",대현상공,"[""김미경""]",1138116942.0,서울특별시 금천구 가산동 우림라이온스밸리 B-607,,www.daehyunfa.co.kr,02-2026-4321,19810410.0,0,20260914,0
3721,1101110293516,서원무역(주),"SEOWON TRADING CO.,LTD",,[],2148111615.0,서울 강남구 포이동,207-10유림빌딩302호,,82-02-3473-3122,19810410.0,3,20200517,0
3722,1101110293524,연흥무역(주),,,[],,,,,,,0,20260914,0
3723,1101110293623,도고건설(주),DOGO CONSTRUCTION,도고건설,"[""곽재웅""]",2128102274.0,"서울특별시 강동구 진황도로 107 (길동, 도고하임) 지하1층",,,02-475-1321,19810705.0,0,20260914,0
3724,1101110293748,세우섬유(주),,,[],,,,,,,0,20260914,0
3725,1101110293772,염광건설(주),,,[],,,,,,,0,20260914,0
3726,1101110293798,한국종합경비보장(주),HANKOOK,,"[""김남국""]",1068112685.0,서울특별시 서대문구 모래내로 221,1층,,82-02-2677-0223,,0,20200517,0
3727,1101110293813,창화이지텍 주식회사,"CHANGHWA EGTEC CO,LTD,.",창화이지텍,"[""정태건""]",2118199081.0,서울특별시 강남구 논현동 34-22 동인빌딩 3층,,,02-515-5120,19810414.0,0,20260914,0
3728,1101110293821,(주)대영랜드자동차,DAE YOUNG LAND CAR,,"[""조병욱""]",2188108320.0,서울특별시 성동구 자동차시장1길 70,13호,,82-02-2247-2120,19810501.0,0,20200517,0
3729,1101110293912,주식회사 인맥,"INMAC co.,ltd",인맥,"[""박현우""]",1308130366.0,경기도 부천시 소사구 송내동 395,,www.inmac.co.kr,032-611-0008,19810415.0,0,20260914,0
3730,1101110293954,홍진산업 주식회사,"HONGJIN INDUSTRIAL CO., LTD",홍진산업,"[""이성호""]",2038152009.0,경상남도 김해시 진영읍 김해대로 106-9 (좌곤리),,,2253-6365,19810415.0,0,20260914,0
3731,1101110293970,우정공영(주),,,"[""박길성""]",2108116812.0,서울 강북구 미아동,미아동58,,82-02-945-2502,,0,20200517,0
3732,1101110293988,(주)아세아G&C,,,"[""김관훈""]",1058112265.0,충남 공주시 옥룡동,15-19,,82-02-2612-5277,19810416.0,15,20200517,0
3733,1101110294035,(주)오양인터내셔날,,,[],,,,,,,0,20260914,0
3734,1101110294093,우신레저산업 주식회사,"WOOSHIN REISURE INDUSTRIAL CO.,LTD",우신레저산업,"[""심상훈""]",2148100160.0,서울특별시 서초구 서초동 1355-3,,,02-3473-2471,19810517.0,0,20260914,0
3735,1101110294100,(주)다음아이앤디,,,"[""이명우""]",1078188548.0,서울 강남구 역삼동,705-9  삼흥빌딩911호,,82-02-2052-0121,,0,20200517,0
3736,1101110294176,(주)청산에종합건설,CHUNGSANE,,"[""나일영""]",6128108667.0,경기 안양시동안구 관양동,1459-3  관양  빌딩  301호,,82-031-756-2081,19980918.0,0,20200517,0
3737,1101110294259,청광실업(주),"Cheong Gwang Industry Co.,Ltd",청광실업,"[""이홍우"", ""정태연""]",1148157650.0,서울특별시 강남구 삼성동 127-12 고운빌딩 6층,,,02-569-2357,19940405.0,0,20260914,0
3738,1101110294283,휘린산업개발(주),"FIE LIN CONSTRUCTION CO.,LTD",,"[""노동구""]",2068172101.0,서울 종로구 숭인동,1390  서진빌딩  303,,82-02-745-8383,20020621.0,0,20200517,0
3739,1101110294316,태신종합물산(주),,,[],,,,,,,0,20260914,0
3740,1101110294382,남서울까스(주),namseoulgas ltd.,남서울까스,"[""황정환""]",1208114506.0,"서울특별시 강남구 남부순환로 3154 (대치동, 남서울가스충전소)",,,02-3411-4411,19810601.0,0,20260914,0
3741,1101110294423,계문사,,,"[""류윤현""]",1028112228.0,서울특별시 종로구 자하문로1길 41,(필운동),,02  725 5216,19810420.0,11,20260914,0
3742,1101110294499,(주) 한유에너지,"HANYU ENERGY CO,.LTD.",한유에너지,"[""박기흥""]",2018139029.0,서울특별시 관악구 남부순환로 1883 (봉천동) 한유빌딩,,www.hanyuenergy.com,02-3498-5189,19810421.0,0,20260914,0
3743,1101110294861,(주)부이오상사,EN HO JO,,"[""조언호""]",2028114865.0,서울 중구 수표동,11-4,,82-02-2266-1663,19810427.0,5,20200517,0
3744,1101110294936,(주)세림,,,[],1138114793.0,서울 구로구 구로5동,43-9,,82-02-858-0020,,0,20200517,0
3745,1101110295041,삼이홀딩스 주식회사,"SAM-E HOLDINGS CO., LTD",삼이홀딩스,"[""문준식""]",1208114296.0,서울특별시 강남구 청담동 92-4,,-,02-514-3131,19810515.0,0,20260914,0
3746,1101110295059,(주) 이브자리,EVEZARY,이브자리,"[""고춘홍"", ""윤종웅""]",1058142298.0,서울특별시 강남구 영동대로114길 5 (삼성동),,www.evezary.co.kr,02-6490-3100,19810429.0,0,20260914,0
3747,1101110295083,대광운수주식회사,daegwang,,"[""정상기""]",2128103216.0,서울 중랑구 면목동,402-2,,82-02-408-2905,19810519.0,0,20200517,0
3748,1101110295132,(주)호석,"HO SEOK CO., LTD",,"[""송병호""]",1128105627.0,서울특별시 관악구 관천로26길 1,(신림동),,,19810430.0,2,20200517,0
3749,1101110295182,(주)금성개봉대리점,,,[],,,,,,,0,20260914,0
3750,1101110295215,천지건설(주),c,,"[""안수호""]",2038126307.0,경남 마산시 회원동,50-5천지리치빌301호,,82-055-243-9000,19980501.0,0,20200517,0
3751,1101110295223,구일종합건설(주),"ku il construction co.,LTD",구일종합건설,"[""김찬식""]",3088103502.0,충청남도 부여군 부여읍 금성로 2 (동남리) 335-3,,,042-828-7895,19810501.0,0,20260914,0
3752,1101110295249,주식회사 선우프로덕션,"Sunwoo Productions,Inc",선우프로덕션,"[""김찬""]",1208130694.0,서울특별시 강남구 삼성동 161-9,,www.filmmobydick.com,02-2188-3080,19850501.0,0,20260914,0
3753,1101110295405,고려에너지산업,,,"[""이은민""]",2048126106.0,서울 광진구 용마산로1길 58,"(중곡동), 202호",krenergy.co.kr,02  22127585,19810504.0,5,20260914,0
3754,1101110295455,(주)국영패션,,,[],,,,,,,0,20260914,0
3755,1101110295497,(주)두레상사,,,[],,서울특별시 영등포구 국제금융로2길 7 (여의도동),(여의도동),,,,0,20260914,0
3756,1101110295520,동우기공(주),Dong Woo Mechanical Co. LTD,동우기공,"[""권희동""]",1138111928.0,경기도 화성시 송산면 칠곡리 17-33,,,031-357-8221,19810506.0,0,20260914,0
3757,1101110295546,(주)보람디자인,,,[],,서울특별시 중구   서울특별시 중구 남산동3가19-3 남산동3가,서울특별시 중구 남산동3가19-3 남산동3가,,,,0,20260914,0
3758,1101110295562,(주)영일공영,,,[],,,,,,,0,20260914,0
3759,1101110295611,(주)신일전척,SIN IL JUEN CHUK,,"[""장덕근""]",1118106735.0,서울 은평구 응암동,70-12번지,,82-02-388-8501,19810610.0,10,20200517,0
3760,1101110295661,(주)스타티엑스,,,[],,,,,,,0,20260914,0
3761,1101110295710,(주)백제운수,baekje,백제운수,"[""유규상""]",1178102682.0,서울특별시 강서구 공항대로 96-16 (공항동),,www.taxiservce.co.kr,02-3661-3783,19810701.0,0,20260914,0
3762,1101110295760,(주)한국오지케이,"KOREA OGK CO., LTD.",한국오지케이,"[""박수안""]",1198103601.0,강원도 원주시 문막읍 동화공단로 101-3 (동화리),,www.ogk.co.kr,033-731-3333,19810701.0,0,20260914,0
3763,1101110295778,(주)금화피에스시,"GEUMHWA PSC CO.,LTD.",금화피에스시,"[""김성기"", ""김경태""]",1208106796.0,서울특별시 강남구  테헤란로25길 15-4,,www.geumhwa.co.kr,02  -2186-6220,19810513.0,1170,20260914,0
3764,1101110295835,평아건업,,,"[""김서남""]",1128107080.0,서울특별시 관악구 남부순환로143나길 34,2층(신림동),,02  889 8105,19810514.0,11,20260914,0
3765,1101110295968,평안제관 주식회사,Pyung-ahn Can,평안제관,"[""신정헌""]",1348111885.0,경기도 안산시 신길동 1408,,Pyungahncan.co.kr,031-492-2941,19810515.0,0,20260914,0
3766,1101110295992,(주)선인,SUNIN,선인,"[""김경욱"", ""홍기애""]",2208117725.0,서울특별시 강남구 역삼동 773-7,,,569-2727,19810515.0,0,20260914,0
3767,1101110296073,(주)국보,"KUKBO Co.,LTD",국보,"[""박찬하"", ""김룡영""]",1048124870.0,"부산광역시 수영구 광남로 42 8층(남천동, 국보빌딩)",,www.kukbo.com,02-548-7650,19531228.0,14,20260914,0
3768,1101110296106,(주)카길애그리퓨리나,"Cargill Agri Purina, Inc.",카길애그리퓨리나,"[""박종억""]",2208120176.0,"경기도 성남시 분당구 돌마로 42 (구미동, 한국과학기술한림원회관)",,www.cargill.kr,031)710-6000,19670505.0,0,20260914,0
3769,1101110296247,(주)브레댄코,bread&co,브레댄코,"[""홍평우""]",1148143097.0,서울특별시 서초구 방배로 166 한승빌딩 2층 (방배동),,www.breadnco.kr,02-532-6419,19810601.0,0,20260914,0
3770,1101110296297,미리내상사(주),,,[],,,,,,,0,20260914,0
3771,1101110296388,동산기공 주식회사,"dong san ki gong co.,ltd.",동산기공,"[""신학섭""]",1228121847.0,인천광역시 부평구 서달로298번길 41,,dskg21.com,02-2625-3781,19810521.0,0,20260914,0
3772,1101110296403,나이스텍스 주식회사,"NICETEX CO., LTD.",나이스텍스,"[""조인선""]",2148159619.0,서울특별시 서초구 서초동 1485-7,,,02-521-5892,19820522.0,0,20260914,0
3773,1101110296536,삼중종합물류,,,[],,,,,,,0,20260914,0
3774,1101110296693,(주)대양파이프,DAE YANG PIPE CO LTD,,"[""이종길""]",1188102782.0,서울  영등포구  신길1동,65-85번지,,82-02-845-8811,19810526.0,4,20200517,0
3775,1101110296784,(주)다일산업,,,[],,충청북도 음성군 용촌길 66-24 용촌리,용촌리,,,,0,20260914,0
3776,1101110296966,서울레저관광타운(주),SEOUL LEISURE TOUR TOWN.CO.LTD,서울레저관광타운,"[""이옥례""]",1188107716.0,서울특별시 송파구 오금동 28,,,02-499-9555,19810711.0,0,20260914,0
3777,1101110297039,(주)동산강건,,,[],,,,,,,0,20260914,0
3778,1101110297063,(주)금성독산판매장,,,[],,,,,,,0,20260914,0
3779,1101110297071,주식회사 아이스트로,"ICETRO CO,.LTD",아이스트로,"[""유세훈""]",1398113175.0,"인천광역시 서구 검단로54번길 7 (오류동, (주)아이스트로)",,www.icetro.com,032-814-0693,19810605.0,0,20260914,0
3780,1101110297162,(주)진나물산,,,[],,서울특별시 강남구 도곡로 445 (등)1022-1 (실)  대치동,(등)1022-1 (실)  대치동,,,,0,20260914,0
3781,1101110297237,대명기업(주),dea myung gi up,대명기업,"[""이중열""]",1148144460.0,서울특별시 서초구 방배동 812-24호,,,02-591-0074,19810603.0,0,20260914,0
3782,1101110297253,신송수산(주),,,[],,,,,,,0,20260914,0
3783,1101110297352,배진산업주식회사,BAEJIN CORPORATION,배진산업,"[""주동수""]",2148106150.0,서울특별시 서초구 서초동 1635-6,,camptown.com,02-583-8557,19810615.0,0,20260914,0
3784,1101110297401,대철금속(주),DAE CHULL STEEL,,"[""정순옥""]",1078130895.0,서울 영등포구 문래동2가,60-3번지,,82-02-2679-0719,19810627.0,9,20200517,0
3785,1101110297427,진화메탈,,,"[""유재군""]",1058174766.0,경기도 파주시 파평면 듸링거리길 117-122,덕천리 417 진화메탈,www.jinhwakorea.com,031 959 8800,19810605.0,28,20240228,0
3786,1101110297477,주식회사 어플라이드엔지니어링,"APPLIED ENGINEERING.CO.,LTD",어플라이드엔지니어링,"[""김룡영""]",1078116253.0,서울특별시 영등포구 당산동3가 388,,www.ael.co.kr,02-2679-7691,19810605.0,0,20260914,0
3787,1101110297493,(주)일산제이에스,,,[],,,,,,,0,20260914,0
3788,1101110297500,동성해외개발(주),,,"[""장명남""]",1058133504.0,,,,,19810608.0,6,20200517,0
3789,1101110297774,(주)우리교역,CHO SUNG MAN,,"[""강영모""]",1168106332.0,서울  영등포구  여의도동,41대교@2-805,,82-02-783-7471,19810611.0,55,20200517,0
3790,1101110297972,(주)영광양행,,,[],,,,,,,0,20260914,0
3791,1101110297980,용성종합건설(주),,,[],,,,,,,0,20260914,0
3792,1101110298037,남영자동차공업주식회사,"NAMYOUNG MOTOR CO., LTD.",남영자동차공업,"[""장영훈""]",1098130585.0,서울특별시 강서구 등촌동 629-6,,www.namyong motor.co.kr,02-3661-4111,19810615.0,0,20260914,0
3793,1101110298136,두고산업(주),,,[],,,,,,,0,20260914,0
3794,1101110298186,순흥기업 주식회사,Soon Heung co.ltd,순흥기업,"[""안성혜""]",1028130662.0,서울특별시 마포구 양화로 113 (서교동),,,02-322-9033,19810617.0,0,20260914,0
3795,1101110298201,새서울산업주식회사,"SAESEOUL CD.,LTD.",새서울산업,"[""박종남""]",1208100676.0,"서울특별시 강남구 선릉로 664 (삼성동, 건설빌딩) 211호",,sseoul.co.kr/,02-546-8596,19810617.0,0,20260914,0
3796,1101110298227,(주)새서울석유,NEWSEOUL GAS STATION,새서울석유,"[""권기열""]",2118106898.0,서울특별시 강남구 압구정로 154 1층,,www.newoil.co.kr,02-517-9286,19811101.0,0,20260914,0
3797,1101110298243,주식회사 코스모앤컴퍼니,"COSMO & COMPANY, Inc.",코스모앤컴퍼니,"[""안성덕""]",2148106771.0,"서울특별시 강남구 테헤란로 238 (역삼동, 대봉빌딩) 9층 코스모앤컴퍼니",,www.cosmofamily.co.kr,02-6201-6814,19810618.0,0,20260914,0
3798,1101110298285,(주)다미산업개발,DA MI,,"[""이상순""]",1058165670.0,경북 포항시남구 상도동,609-3번지  2층,,82-054-272-6801,,0,20200517,0
3799,1101110298425,태광지질,,,"[""곽광호""]",1338111000.0,경기 광명시 범안로 998,(하안동),,02 899 8633,19810622.0,11,20220729,0
3800,1101110298475,조양프라스틱공업(주),JOYANG PLASTICIND.CO.LTD,,"[""문종남""]",1098113553.0,경기 파주시 조리읍,능안리  36-3,,82-031-942-0009,19790703.0,14,20200517,0
3801,1101110298483,동림종합무역(주),,,[],,,,,,,0,20260914,0
3802,1101110298532,주식회사 지에프,"GF.CO., LTD.",지에프,"[""윤승홍""]",1238129255.0,경기도 안양시 박달 158-1,,www.geeef.net,031)467-0300,19810725.0,0,20260914,0
3803,1101110298558,(주)덕양종합포장,,,[],,,,,,,0,20260914,0
3804,1101110298566,(주)일강상사,IL KANG TRADING,,"[""박승남""]",1198106011.0,서울특별시 금천구 시흥대로 46,"1동 103호 (시흥동,시흥철재상가)",,82-02-808-4354,19810725.0,0,20200517,0
3805,1101110298574,한국메가스포츠상사(주),korea mega sports corp.,한국메가스포츠상사,"[""선덕치""]",1098130630.0,"서울특별시 강서구 양천로47나길 46 (가양동, 코메가빌딩)",,,02-3661-8006,19791002.0,0,20260914,0
3806,1101110298607,주식회사삼희산업,,삼희산업,"[""박영호""]",1188102875.0,서울특별시 금천구 독산동 152-6,,,3281-3232,19810901.0,0,20260914,0
3807,1101110298651,(주)온라인카고,ONLINE CARGO SERVICE CO.LTD,온라인카고,"[""최영선""]",1058160035.0,서울특별시 마포구 아현동 339-1,,http://www.ocskorea.co.kr,02-390-8720,19810626.0,0,20260914,0
3808,1101110298657,선비에스 (주),SUN BUSINESS CO. LTD.,선비에스,"[""홍명수""]",2118113875.0,서울특별시 강남구 논현동 71-2,,,02-548-4817,19810720.0,0,20260914,0
3809,1101110298665,(주)에스오케이,"SOK Co., Ltd.",에스오케이,"[""윤용철""]",2158134396.0,서울특별시 송파구 오금동 23 - 2,,www.sok.co.kr,02  -409 -6915,19810625.0,0,20260914,0
3810,1101110298714,연산제조(주),,,[],,서울특별시 동대문구 천호대로 247 답십리동,답십리동,,,,0,20260914,0
3811,1101110298821,주원철강(주),JUWON STEEL CO LTD,,"[""이병성""]",1078118080.0,서울특별시 구로구 오류로8길 57,"404호(오류동,대성빌딩)",,82-02-838-8485,19850701.0,11,20200517,0
3812,1101110298904,(주)코래드,"KORAD COMPANY, LIMITED.",코래드,"[""조재승""]",1078135885.0,서울특별시 강남구 대치동 1000-12,,www.korad.co.kr,02-2193-8000,19810701.0,0,20260914,0
3813,1101110298970,에스제이무역(주),,,[],,서울특별시 강남구 테헤란로 109 강남제일빌딩 강남제일빌딩8층 역삼동,강남제일빌딩 강남제일빌딩8층 역삼동,,,,0,20260914,0
