crno,sbrdEnpNm,sbrdEnpMainBizCtt,domestic,name_norm,addr,region,sicNm,대분류
1101110017867,한솔페이퍼텍(주),펄프 종이 및 판지제조업,국내,한솔페이퍼텍,전남 담양군 대전면 대치7길 80,전남,"펄프, 종이 및 판지 제조업",제조
1101110017867,한솔피엔에스(주),지류유통 및 IT서비스,국내,한솔피엔에스,서울특별시 중구 퇴계로 213 일흥빌딩 5층,서울,생활용 포장 및 위생용품_ 봉투 및 유사 제품 도매업,IT·미디어;서비스;유통·물류
1101110017867,한솔코에버(주),산업자동화,국내,한솔코에버,서울특별시 금천구 가산디지털1로 168 C동 9층 901호,서울,산업자동화,모름
1101110017867,한솔로지스틱스(주),종합물류 서비스,국내,한솔로지스틱스,서울특별시 중구 을지로 100 파인애비뉴 B동 22층,서울,일반 창고업,서비스;유통·물류
1101110017867,한솔티씨에스(주),종합물류 서비스,국내,한솔티씨에스,부산광역시 중구 대교로 119 9층 (중앙동6가 씨제이 대한통운),부산,종합물류 서비스,서비스;유통·물류
1101110017867,한솔로지스유(주),종합물류 서비스,국내,한솔로지스유,서울특별시 강서구 마곡중앙4로 22 비농 7층 9층 (마곡동 파인스퀘어),서울,종합물류 서비스,서비스;유통·물류
1101110017990,동아제약(주),의약품 제조 및 판매,국내,동아제약,서울 동대문구 천호대로 64,서울,완제 의약품 제조업,제조;바이오·헬스케어
1101110017990,에스티젠바이오(주),의약품 제조 및 판매,국내,에스티젠바이오,인천광역시 연수구 지식기반로 45,인천,의약품 제조 및 판매,제조;바이오·헬스케어
1101110017990,동아에코팩(주),병유리 생수 음료 제조 및 판매,국내,동아에코팩,충청남도 당진시 합덕읍 인더스파크로 131 (대전리) 동아에코팩 주식회사,충남,포장용 유리용기 제조업,제조;식품·농업
1101110017990,용마로지스(주),운수창고업,국내,용마로지스,"경기도 김포시 고촌읍 아라육로 78 (전호리, 용마로지스(주)김포센터)",경기,일반 화물자동차 운송업,유통·물류
1101110017990,DA인포메이션(주),IT 솔루션,국내,DA인포메이션,서울 동대문구 천호대로 3,서울,IT 솔루션,모름
1101110017990,(주)아벤종합건설,건설업,국내,아벤종합건설,경기도 안양시 만안구 안양로 552,경기,건설업,부동산·건설
1101110017990,(주)얼수,농산물 유통판매업,국내,얼수,경상북도 상주시 화북면 문장로 1623-32,경북,농산물 유통판매업,유통·물류
1101110017990,용인기흥PFV(주),부동산개발,국내,용인기흥PFV,서울특별시 동대문구 무학로25길 16 5층,서울,부동산개발,부동산·건설
1101110017990,피노라인,주류 도소매업,국내,피노라인,서울특별시 동대문구 천호대로 64 비1층,서울,주류 도소매업,유통·물류;식품·농업
1101110019219,(주)동일씨앤이,기체여과기제조,국내,동일씨앤이,경기도 화성시 팔탄면 칙골길 19,경기,기체여과기제조,제조
1101110019219,(주)디아이비즈,가구도소매,국내,디아이비즈,서울시 강남구 테헤란로 516,서울,가구도소매,유통·물류
1101110019219,(주)플라즈마텍,환경오염방지 시설제조,국내,플라즈마텍,경기도 평택시 진위면 마산6로 71,경기,환경오염방지 시설제조,제조;에너지·환경
1101110019219,디아이시스템(주),열교환기제조,국내,디아이시스템,경상남도 김해시 한림면 김해대로 1458-26,경남,열교환기제조,제조
1101110019342,C&C신약연구소,신약 연구 및 개발,국내,C&C신약연구소,경기도 과천시 과천대로7길 38(갈현동),경기,신약 연구 및 개발,서비스
1101110019342,생명누리(주),기타 사무지원 서비스업,국내,생명누리,경기도 과천시 과천대로7길 38(갈현동),경기,기타 사무지원 서비스업,서비스
1101110019342,드림트리제이차㈜,금융,국내,드림트리제이차,서울특별시 영등포구 국제금융로8길 32(여의도동),서울,금융,금융
1101110019962,씨더블유한마음제일차㈜,자산유동화SPC,국내,씨더블유한마음제일차,"서울특별시 영등포구 여의대로 108, 13층",서울,자산유동화SPC,금융
1101110019962,더에이치본리제일차㈜,자산유동화SPC,국내,더에이치본리제일차,서울특별시 영등포구 여의나루로 60,서울,자산유동화SPC,금융
1101110019962,불당웅제일차㈜,자산유동화SPC,국내,불당웅제일차,서울특별시 영등포구,서울,자산유동화SPC,금융
1101110019962,알이디제이차㈜,자산유동화SPC,국내,알이디제이차,"서울특별시 영등포구 의사당대로 96, 3층(여의도동)",서울,자산유동화SPC,금융
1101110019962,청라플러스제이차㈜,자산유동화SPC,국내,청라플러스제이차,서울특별시 영등포구,서울,자산유동화SPC,금융
1101110019962,비지씨제일차㈜,자산유동화SPC,국내,비지씨제일차,"서울특별시 영등포구 여의대로 108, 13층(여의도동, 파크원타워2)",서울,자산유동화SPC,금융
1101110019962,비지씨제이차㈜,자산유동화SPC,국내,비지씨제이차,서울특별시 영등포구,서울,자산유동화SPC,금융
1101110019962,에이치드림제일차㈜,자산유동화SPC,국내,에이치드림제일차,서울특별시 영등포구 여의나루로 60,서울,자산유동화SPC,금융
1101110019962,크라우칭타이거제일차㈜,자산유동화SPC,국내,크라우칭타이거제일차,,,자산유동화SPC,금융
1101110019962,에이치드림제이차㈜,자산유동화SPC,국내,에이치드림제이차,서울특별시 영등포구 여의나루로 60(여의도동),서울,자산유동화SPC,금융
1101110019962,알이디권선㈜,자산유동화SPC,국내,알이디권선,서울특별시 영등포구 여의나루로4길 18 (여의도동),서울,자산유동화SPC,금융
1101110019962,케이제이에스티㈜,자산유동화SPC,국내,케이제이에스티,서울특별시 영등포구 여의대로 108,서울,자산유동화SPC,금융
1101110019962,이프지오제일차㈜,자산유동화SPC,국내,이프지오제일차,서울특별시 영등포구,서울,자산유동화SPC,금융
1101110019962,성수클라우드㈜,자산유동화SPC,국내,성수클라우드,,,자산유동화SPC,금융
1101110019962,양주항교제일차㈜,자산유동화SPC,국내,양주항교제일차,"서울특별시 영등포구 의사당대로 97, 19층(여의도동, 교보증권빌딩)",서울,자산유동화SPC,금융
1101110019962,와이제이프레쉬제일차㈜,자산유동화SPC,국내,와이제이프레쉬제일차,서울특별시 영등포구,서울,자산유동화SPC,금융
1101110019962,에이치엠씨관수㈜,자산유동화SPC,국내,에이치엠씨관수,서울특별시 영등포구 국제금융로2길 24,서울,자산유동화SPC,금융
1101110019962,더에이치남천제일차㈜,자산유동화SPC,국내,더에이치남천제일차,"서울특별시 영등포구 의사당대로 97, 19층",서울,자산유동화SPC,금융
1101110019962,케이에이치성수제일차㈜,자산유동화SPC,국내,케이에이치성수제일차,서울특별시 영등포구 국제금융로2길 24(여의도동),서울,자산유동화SPC,금융
1101110019962,투모로우에코㈜,자산유동화SPC,국내,투모로우에코,,,자산유동화SPC,금융
1101110019962,어반리스트럭처검단제이차㈜,자산유동화SPC,국내,어반리스트럭처검단제이차,"서울특별시 영등포구 여의대로 108, 13층 (여의도동, 파크원타워2)",서울,자산유동화SPC,금융
1101110019962,이터널청학제이차㈜,자산유동화SPC,국내,이터널청학제이차,서울특별시 영등포구 국제금융로 24,서울,자산유동화SPC,금융
1101110019962,디에스에스티제일차㈜,자산유동화SPC,국내,디에스에스티제일차,서울특별시 영등포구,서울,자산유동화SPC,금융
1101110019962,에이치피에스티제일차㈜,자산유동화SPC,국내,에이치피에스티제일차,,,자산유동화SPC,금융
1101110019962,해피니스제십일차㈜,자산유동화SPC,국내,해피니스제십일차,서울특별시 영등포구 국제금융로2길 24(여의도동),서울,자산유동화SPC,금융
1101110019962,을지75클라우드㈜,자산유동화SPC,국내,을지75클라우드,"서울특별시 영등포구 여의대로 108, 13층(여의도동, 파크원)",서울,자산유동화SPC,금융
1101110019962,에스포역삼㈜,자산유동화SPC,국내,에스포역삼,서울특별시 영등포구 의사당대로 97,서울,자산유동화SPC,금융
1101110019962,에스에프원유천㈜,자산유동화SPC,국내,에스에프원유천,서울특별시 영등포구,서울,자산유동화SPC,금융
1101110019962,현대차강소소재제이차㈜,자산유동화SPC,국내,현대차강소소재제이차,"서울특별시 영등포구 의사당대로 97 (여의도동, 교보증권빌딩)",서울,자산유동화SPC,금융
1101110019962,에이치엠에스오피스㈜,자산유동화SPC,국내,에이치엠에스오피스,서울특별시 영등포구 의사당대로 97 13층,서울,자산유동화SPC,금융
1101110019962,서리풀클라우드㈜,자산유동화SPC,국내,서리풀클라우드,"서울특별시 영등포구 여의대로 108, 13층(여의도동, 파크원)",서울,자산유동화SPC,금융
1101110019962,윈디가산제일차㈜,자산유동화SPC,국내,윈디가산제일차,,,자산유동화SPC,금융
1101110019962,에이치엠에스동우제일차㈜,자산유동화SPC,국내,에이치엠에스동우제일차,,,자산유동화SPC,금융
1101110019962,더에이치청북제이차㈜,자산유동화SPC,국내,더에이치청북제이차,"서울특별시 영등포구 국제금융로2길 24, 10층(여의도동)",서울,자산유동화SPC,금융
1101110019962,케이나인마평제일차㈜,자산유동화SPC,국내,케이나인마평제일차,,,자산유동화SPC,금융
1101110019962,현대차강소아이티제일차㈜,자산유동화SPC,국내,현대차강소아이티제일차,,,자산유동화SPC,금융
1101110019962,투모로우세운제이차㈜,자산유동화SPC,국내,투모로우세운제이차,"서울특별시 영등포구 국제금융로 70, 710-1호(여의도동, 미원빌딩)",서울,자산유동화SPC,금융
1101110019962,더에이치김포㈜,자산유동화SPC,국내,더에이치김포,서울특별시 영등포구 의사당대로 97 교보증권빌딩 13층,서울,자산유동화SPC,금융
1101110019962,더에이치영종제일차㈜,자산유동화SPC,국내,더에이치영종제일차,"인천광역시 연수구 컨벤시아대로 70, 302동 204호(송도동, 인천송도힐스테이트)",인천,자산유동화SPC,금융
1101110019962,블랙테트라제일차㈜,자산유동화SPC,국내,블랙테트라제일차,,,자산유동화SPC,금융
1101110019962,현대차강소아이티제삼차㈜,자산유동화SPC,국내,현대차강소아이티제삼차,부산광역시 부산진구,부산,자산유동화SPC,금융
1101110019962,비피테트라제일차㈜,자산유동화SPC,국내,비피테트라제일차,,,자산유동화SPC,금융
1101110019962,더에이치파인제일차㈜,자산유동화SPC,국내,더에이치파인제일차,서울특별시 영등포구,서울,자산유동화SPC,금융
1101110019962,벤코어RE100 에코리더 일반사모특별투자신탁제1호,유가증권 등 투자,국내,벤코어RE100에코리더일반사모특별투자신탁제1호,,,유가증권 등 투자,금융
1101110019962,한강태양광발전 일반사모특별자산 투자신탁 제11호,유가증권 등 투자,국내,한강태양광발전일반사모특별자산투자신탁제11호,,,유가증권 등 투자,금융
1101110019962,크리노베이션미래신기술조합,유가증권 등 투자,국내,크리노베이션미래신기술조합,서울특별시 영등포구,서울,유가증권 등 투자,금융
1101110026420,안국바이오진단(주),의료기기 판매,국내,안국바이오진단,경기도 과천시,경기,의료기기 판매,바이오·헬스케어
1101110026420,안국뉴팜(주),의약품 제조판매,국내,안국뉴팜,경기도 김포시,경기,의약품 제조판매,제조;바이오·헬스케어
1101110026420,(주)디메디코리아,의료기기 판매 전자상거래,국내,디메디코리아,부산광역시 북구,부산,의료기기 판매 전자상거래,제조;바이오·헬스케어
1101110026644,(주)아모레퍼시픽,화장품 제조 및 판매,국내,아모레퍼시픽,서울 용산구 한강대로 100,서울,화장품 제조 및 판매,제조;바이오·헬스케어
1101110026644,(주)이니스프리,화장품 판매,국내,이니스프리,서울 용산구 한강대로 100,서울,화장품 판매,바이오·헬스케어
1101110026644,(주)에뛰드,화장품 제조 및 판매,국내,에뛰드,서울 용산구 한강대로 100,서울,화장품 및 화장용품 도매업,제조;바이오·헬스케어
1101110026644,(주)아모스프로페셔널,두발용 화장품 판매,국내,아모스프로페셔널,서울 용산구 한강대로 100,서울,두발용 화장품 판매,바이오·헬스케어
1101110026644,(주)에스쁘아,화장품 판매,국내,에스쁘아,서울 용산구 한강대로 100,서울,화장품 및 화장용품 도매업,바이오·헬스케어
1101110026644,(주)오설록,식품(다류) 판매,국내,오설록,제주특별자치도 서귀포시 안덕면 신화역사로 15,제주,식품(다류) 판매,식품·농업
1101110026644,농업회사법인 (주)오설록농장,녹차 재배 및 판매,국내,농업회사법인오설록농장,제주도 서귀포시 남원읍 서성로652번길 199,제주,녹차 재배 및 판매,모름
1101110026644,(주)퍼시픽테크,미용기기 유통 및 판매,국내,퍼시픽테크,서울 용산구 한강대로 100,서울,미용기기 유통 및 판매,유통·물류
1101110026644,(주)코스알엑스,화장품 제조 및 판매,국내,코스알엑스,서울 강남구 테헤란로 231 5층,서울,화장품 제조 및 판매,제조;바이오·헬스케어
1101110026644,(주)코스비전,화장품 세정제 유무기 화합물 제조 및 판매,국내,코스비전,대전 대덕구 대화로 80,대전,화장품 제조업,제조;바이오·헬스케어
1101110026644,(주)위드림,제품포장 및 시설관리,국내,위드림,경기도 오산시 궐리사로8 119호,경기,제품포장 및 시설관리,서비스
1101110026644,(주)코어테크놀로지,설비 설계 및 제작,국내,코어테크놀로지,경기 오산시 가장산업서로 56-8,경기,설비 설계 및 제작,모름
1101110026644,(주)그린파트너즈,제품포장 및 인력관리,국내,그린파트너즈,서울 용산구 한강대로 350 5층,서울,제품포장 및 인력관리,서비스
1101110027569,㈜한국큐빅,제조업,국내,한국큐빅,경기도 안산시 단원구 살막길39,경기,제조업,제조
1101110027569,삼신화학공업㈜,제조업,국내,삼신화학공업,경기도 안산시 단원구 첨단로245길 58,경기,제조업,제조
1101110027569,삼한산업㈜,보관업,국내,삼한산업,서울특별시 마포구 양화로 111,서울,보관업,모름
1101110027569,㈜에스와이티에탄올,임대업,국내,에스와이티에탄올,서울특별시 마포구 양화로 111,서울,임대업,부동산·건설
1101110027569,㈜삼명정밀,제조업,국내,삼명정밀,서울특별시 마포구 양화로 111,서울,제조업,제조
1101110028541,(주)금호에이엠티,PCB ASSAY,국내,금호에이엠티,광주광역시 광산구 용아로 717,광주,PCB ASSAY,모름
1101110028541,브릭메이트(주),소프트웨어 개발 및 공급,국내,브릭메이트,서울특별시 구로구 디지털로33길 48 17층,서울,소프트웨어 개발 및 공급,IT·미디어
1101110028591,하이트진로음료(주),먹는샘물제조 및 판매,모름,하이트진로음료,경기도 안산시 단원구 별망로79번길 55 (성곡동) ☎ 031-488-5516,경기,생수 생산업,제조
1101110028591,하이트진로산업(주),병제조 및 판매,국내,하이트진로산업,경기도 안산시 단원구 별망로 79번길 55 (성곡동),경기,유리 및 유리제품 제조업,제조
1101110028591,블루헤런(주),골프장,국내,블루헤런,경기도 여주시 대신면 고달사로 67,경기,골프장,서비스
1101110028591,수양물류(주),운송업,국내,수양물류,전북 완주군 용진면 신지송광로 25,전북,운송업,유통·물류
1101110028591,JINRO INC.,주류판매 및 무역,모름,JINROINC.,전북 완주군 용진면 신지송광로 25,전북,주류판매 및 무역,유통·물류;식품·농업
1101110028955,경보제약,원료의약품,국내,경보제약,충남 아산시 실옥동 345-6,충남,의약용 화합물 및 항생물질 제조업,바이오·헬스케어
1101110028955,종근당바이오,원료의약품,국내,종근당바이오,서울 서대문구 충정로 8,서울,의약품 제조업,바이오·헬스케어
1101110028955,종근당건강,건강기능식품,국내,종근당건강,충청남도 당진시 합덕읍 인더스파크로 170,충남,인삼식품 제조업,바이오·헬스케어;식품·농업
1101110028955,종근당산업,부동산임대,국내,종근당산업,서울 서대문구 충정로 8,서울,부동산임대,부동산·건설
1101110028955,벨커뮤니케이션즈,광고대행,국내,벨커뮤니케이션즈,서울 서대문구 충정로 8,서울,광고대행,IT·미디어
1101110028955,디지털데일리,인터넷뉴스,국내,디지털데일리,서울시 마포구 신촌로14길 24,서울,인터넷뉴스,IT·미디어
1101110028955,텔라이프,전화권유판매,국내,텔라이프,서울 마포구 마포대로 130,서울,전화권유판매,모름
1101110028955,씨에이치다이렉트,,국내,씨에이치다이렉트,서울 영등포구 버드나루로 47,서울,건강기능식품 직접판매,바이오·헬스케어;식품·농업
1101110028955,씨에이치랩스,연구개발,국내,씨에이치랩스,서울 영등포구 버드나루로 47,서울,연구개발,서비스
1101110028955,벨프레시푸드,음식점업,국내,벨프레시푸드,서울 서대문구 충정로 8,서울,음식점업,식품·농업
1101110028955,더헤리티지너싱홈,,국내,더헤리티지너싱홈,경기 성남시 분당구 대왕판교로 155,경기,재활치료 전문센터·치매 특화 병동·24시간 간호서비스,서비스
1101110028955,디트라이브,인터넷마케팅,국내,디트라이브,서울 성동구 왕십리로 125,서울,인터넷마케팅,IT·미디어
1101110028955,디디엠앤비,인터넷마케팅,국내,디디엠앤비,서울시 마포구 신촌로 14길 24,서울,인터넷마케팅,IT·미디어
1101110028955,딜라이트뉴스,인터넷뉴스,국내,딜라이트뉴스,서울시 마포구 어울마당로 130,서울,인터넷뉴스,IT·미디어
1101110031338,인터지스(주),화물운송업 운송관계 서비스업 및 하역업,국내,인터지스,부산광역시 중구 충장대로 9번길 52 마린센터 13층,부산,운송 관련 서비스업,서비스;유통·물류
1101110031338,인터지스신항센터(주),운송관계 서비스업 및 하역업,국내,인터지스신항센터,경상남도 창원시 진해구 신항5로 15-67,경남,운송관계 서비스업 및 하역업,서비스;유통·물류
1101110031338,인터지스웅동센터(주),운송관계 서비스업 및 하역업,국내,인터지스웅동센터,경상남도 창원시 진해구 신항8로 110,경남,운송관계 서비스업 및 하역업,서비스;유통·물류
1101110031338,인터지스중앙부두(주),운수관련 서비스 운수업,국내,인터지스중앙부두,부산광역시 중구 충장대로 9번길 52,부산,운수관련 서비스 운수업,서비스;유통·물류
1101110031338,당진고대부두운영(주),항만 운영 및 관리,국내,당진고대부두운영,충청남도 당진시 송악읍 고대공단2길 255,충남,항만 운영 및 관리,유통·물류
1101110031338,동국시스템즈(주),컴퓨터용품 판매 및 정보처리 수탁관리,국내,동국시스템즈,서울특별시 중구 을지로 5길 19 (페럼타워),서울,소프트웨어 개발 및 공급업,IT·미디어
1101110031338,제이비당진페럼빌 전문투자형사모투자(유),부동산서비스업,국내,제이비당진페럼빌전문투자형사모투자,충청남도 당진시 송산면 송산로 123,충남,부동산서비스업,부동산·건설;서비스
1101110031338,(주)페럼인프라,골프장운영업,국내,페럼인프라,서울특별시 중구 을지로5길 19 (페럼타워),서울,골프장운영업,서비스
1101110031338,동국인베스트먼트(주),신기술사업금융업,국내,동국인베스트먼트,서울특별시 강남구 테헤란로 127 9층,서울,신기술사업금융업,금융
1101110032112,㈜TCC개발,부동산 임대업,국내,TCC개발,경기도 안산시 단원구 산단로 35번길 43,경기,부동산 임대업,부동산·건설
1101110032112,㈜TCC강판,제조업 (절단),국내,TCC강판,경북 포항시 남구 철강로 314 번길18,경북,제조업 (절단),제조
1101110032112,㈜제주메이리조트,부동산 임대업,국내,제주메이리조트,제주도 제주시 구좌읍 일주동로 1626,제주,부동산 임대업,부동산·건설
1101110032112,㈜TCC아이엔에스,정보서비스업,국내,TCC아이엔에스,서울시 중구 을지로29 더존을지타워,서울,정보서비스업,서비스
1101110032112,TCC엔지니어링㈜,제조업 (설비제작보수),국내,TCC엔지니어링,경북 포항시 남구 철강로 513,경북,제조업 (설비제작보수),제조
1101110032112,㈜티피씨,제조업 (포장영업),국내,티피씨,경북 포항시 남구 장흥로 197,경북,제조업 (포장영업),제조
1101110032154,국제케어주식회사,의료기기복지용구 판매업 외,국내,국제케어,경기도 광주시 광남안로 431번길 37-21 외,경기,의료기기복지용구 판매업 외,바이오·헬스케어
1101110032899,(주)루트,농기계 제조,국내,루트,충남 논산시,충남,농기계 제조,제조
1101110032899,(주)티와이엠아이씨티,자율주행 관련 기술 개발,국내,티와이엠아이씨티,충남 공주시,충남,자율주행 관련 기술 개발,모름
1101110033623,피에스파워(주),전기/태양광발전,국내,피에스파워,충남 홍성군 광천읍 광천로 430번길 41-113,충남,전기/태양광발전,에너지·환경
1101110033623,피에스그린에너지(주),전기/연료전지발전,국내,피에스그린에너지,서울특별시 성동구 왕십리로 46 5층,서울,전기/연료전지발전,제조;에너지·환경
1101110034233,㈜한국컴피티션,레이싱팀운영/ 광고대행,국내,한국컴피티션,경기도 용인시,경기,레이싱팀운영/ 광고대행,IT·미디어
1101110034233,한국카앤라이프㈜,자동차 종합수리,국내,한국카앤라이프,서울특별시 강남구,서울,자동차 종합수리,제조
1101110034233,소닉모터스㈜(*1),자동차 정비,국내,소닉모터스(*1),서울특별시 강남구,서울,자동차 정비,제조;서비스
1101110034233,Hankook Competition Europe GmbH(*2),타이어 서비스 및 타이어 판매,모름,HANKOOKCOMPETITIONEUROPEGMBH(*2),Neu-Isenburg Germany,,타이어 서비스 및 타이어 판매,서비스
1101110034233,한국앤컴퍼니벤처스㈜(*3),신기술사업에 대한 투자,국내,한국앤컴퍼니벤처스(*3),경기도 성남시,경기,신기술사업에 대한 투자,금융
1101110034308,삼양로지스틱스(주),창고업 운송업,국내,삼양로지스틱스,강원도 원주시 우산로 177,강원,창고업 운송업,유통·물류
1101110034308,삼양라운드힐(주),축산업,국내,삼양라운드힐,서울시 성북구 오패산로3길 104,서울,축산업,식품·농업
1101110034308,삼양제분(주),곡물 도매 및 소매업,국내,삼양제분,강원도 원주시 우산로 177,강원,곡물 도매 및 소매업,유통·물류
1101110034308,삼양라운드어스(주),원재료 선별,국내,삼양라운드어스,강원도 원주시 우산로 177,강원,원재료 선별,모름
1101110035132,KGM AUSTRALIA,자동차 및 동부품 판매,모름,KGMAUSTRALIA,IABC 5253-5254 4814RD Breda the Nederland,,자동차 및 동부품 판매,제조
1101110035132,케이지모빌리티 커머셜 (주),자동차 및 특수챠량제조 등,국내,케이지모빌리티커머셜,경상남도 함양군 수동면 산업단지길 148,경남,자동차 및 특수챠량제조 등,제조
1101110035835,대한씨앤에스(주),일반 전기공사 및 토목공사업,국내,대한씨앤에스,경기도 안양시,경기,일반 전기공사 및 토목공사업,모름
1101110035835,대한오션웍스(주),전기공사업,국내,대한오션웍스,부산광역시,부산,전기공사업,모름
1101110036148,(주)남전물산,동물용 의약품 제조,국내,남전물산,충남 서천군 장항읍장항공단길 71,충남,동물용 의약품 제조,제조;바이오·헬스케어
1101110037005,Theravalues Corporation,,모름,THERAVALUESCORPORATION,,,기능성 원료 개발·판매,모름
1101110037005,(주)이노큐브,창업인큐베이팅,국내,이노큐브,서울특별시 강서구 마곡중앙로 168 234층(마곡동),서울,창업인큐베이팅,모름
1101110037005,이노헬스펀드1호,벤처회사 발굴 및 투자,국내,이노헬스펀드1호,서울특별시 강서구 마곡중앙로 168 234층(마곡동),서울,벤처회사 발굴 및 투자,금융
1101110037005,(주)한독헬스케어(*2),건강기능식품 개발 및 판매,국내,한독헬스케어(*2),서울특별시 강남구 테헤란로132 4층,서울,건강기능식품 개발 및 판매,바이오·헬스케어;식품·농업
1101110038326,(주)명지2호에너지,연료전지 발전업 신재생에너지 발전업 등,국내,명지2호에너지,부산광역시 강서구 명지국제1로 275(명지동),부산,연료전지 발전업 신재생에너지 발전업 등,제조;에너지·환경
1101110040165,한일시멘트㈜,시멘트레미콘레미탈 제조,국내,한일시멘트,서울시 서초구 서초동 1587,서울,시멘트 제조업,제조
1101110040165,한일산업㈜,레미콘 및 시멘트 혼화제 제조,국내,한일산업,서울특별시 서초구 효령로 275 (서초동) 한일시멘트빌딩 5층,서울,레미콘 제조업,제조
1101110040165,한일인터내셔널㈜,무역업,국내,한일인터내셔널,서울시 서초구 서초동 1587,서울,무역업,유통·물류
1101110040165,한일E&C㈜ (구 한일개발㈜),건설업,국내,한일E&C(구한일개발),경기도 성남시 분당구 야탑로 81번길 16,경기,건설업,부동산·건설
1101110040165,㈜서울랜드,테마파크 운영,국내,서울랜드,경기도 과천시 광명로 181,경기,테마파크 운영,서비스
1101110040165,한일L&C㈜,건설자재 유통,국내,한일L&C,서울시 서초구 서초동 1587,서울,건설자재 유통,부동산·건설;유통·물류
1101110040165,하늘목장㈜,축산업,국내,하늘목장,강원도 평창군 대관령면 꽃밭양지길 458-23,강원,축산업,식품·농업
1101110040165,㈜크래머리,주류 제조업,국내,크래머리,경기도 가평군 상면 청군로 429,경기,주류 제조업,제조;식품·농업
1101110040165,한일VC㈜,신기술사업 투자,국내,한일VC,서울시 서초구 서초동 1587,서울,신기술사업 투자,금융
1101110040165,에이치스마트테크신기술투자조합1호,신기술투자조합,국내,에이치스마트테크신기술투자조합1호,서울시 서초구 서초동 1587,서울,신기술투자조합,금융
1101110040165,㈜루미호스피탈리티,외식 경영업,국내,루미호스피탈리티,서울시 강남구 테헤란로 207,서울,외식 경영업,서비스;식품·농업
1101110040165,스타트업 코리아 에이치 알파플러스펀드,신기술투자조합,국내,스타트업코리아에이치알파플러스펀드,서울시 서초구 서초동 1587,서울,신기술투자조합,금융
1101110040165,에이치 경남지역혁신 지브릿지펀드,신기술투자조합,국내,에이치경남지역혁신지브릿지펀드,서울시 서초구 서초동 1587,서울,신기술투자조합,금융
1101110041717,(주)신동,부동산임대 등,국내,신동,서울 용산구 한남대로 150 신동빌딩,서울,부동산임대 등,부동산·건설
1101110041717,일신창업투자(주),창업자에 대한 투자,국내,일신창업투자,광주 광산구 평동산단1번로 71,광주,창업자에 대한 투자,금융
1101110041717,(주)비에스케이코퍼레이션,화장품 제조/도소매,국내,비에스케이코퍼레이션,서울 강남구 논현로 868 구정빌딩,서울,화장품 제조/도소매,제조;유통·물류;바이오·헬스케어
1101110041717,신동와인(주),주류수입/도매,국내,신동와인,서울 용산구 한남대로 150 신동빌딩,서울,주류수입/도매,유통·물류;식품·농업
1101110041717,(주)일신산업개발,시설물관리,국내,일신산업개발,서울 영등포구 은행로 11 일신빌딩,서울,시설물관리,모름
1101110041717,(주)일신로지스틱스,창고임대,국내,일신로지스틱스,충북 청주 청원구 오창읍 두릉유리로 688,충북,창고임대,부동산·건설;유통·물류
1101110042278,㈜사조오양,,국내,사조오양,서울특별시 서초구 남부순환로 2159 (방배동),서울,기타 수산동물 가공 및 저장 처리업,부동산·건설;식품·농업
1101110042278,농업회사법인 ㈜사조원,가금류 조류 사육업,국내,농업회사법인사조원,전북 김제시 금산면 구성6길 122,전북,가금류 도축업,식품·농업
1101110042278,유한회사 사조씨피케이,전분제품 및 당류 제조업,국내,사조씨피케이,서울특별시 서초구 방배천로 2길 12 (방배동) 7층,서울,전분제품 및 당류 제조업,제조
1101110042278,푸디스트 주식회사,단체급식 식자재,국내,푸디스트,서울특별시 용산구 청파로 363(서계동),서울,단체급식 식자재,식품·농업
1101110042278,㈜사조농산,,국내,사조농산,충남 홍성군 홍북면 내덕리 113-1,충남,양돈업,식품·농업
1101110042278,㈜삼아벤처,천연 및 혼합조제 조미료 제조업,국내,삼아벤처,충북 진천군 이월면 이덕로 566,충북,기타 식품 첨가물 제조업,제조
1101110042278,㈜사조씨앤씨,인력파견 도급업,국내,사조씨앤씨,서울특별시 서초구 방배천로 2길 12,서울,인력파견 도급업,서비스
1101110043870,동화크립톤 기업가정신 제일호 창업벤처전문 사모투자합자회사,금융업,국내,동화크립톤기업가정신제일호창업벤처전문사모투자합자회사,서울특별시 마포구 백범로31길 21(공덕동),서울,금융업,금융
1101110043870,메디쎄이주식회사,제조업,국내,메디쎄이,충청북도 제천시 한방엑스포로 129 (왕암동),충북,제조업,제조
1101110046197,덕원산업,레미콘 제조 외,국내,덕원산업,강원도 춘천시 남산면 광판리 산190번지,강원,레미콘 제조 외,제조
1101110072928,성신레미컨(주),레미콘 제조업,국내,성신레미컨,경기도 구리시,경기,레미콘 제조업,제조
1101110072928,성신씨엠(주),시멘트 제조 및 판매업,국내,성신씨엠,충청남도 당진시,충남,시멘트 제조 및 판매업,제조
1101110072928,성신엘엔에스(주),운수업,국내,성신엘엔에스,충청북도 단양군,충북,운수업,유통·물류
1101110084915,DL케미칼㈜,석유화학 제품 제조업,국내,DL케미칼,서울시 강서구 공항대로 165 에이동 (마곡동 원그로브),서울,석유화학 제품 제조업,제조;에너지·환경
1101110084915,디렉스폴리머(유),접착제 및 기타 화학제품 제조업,국내,디렉스폴리머,서울시 강서구 공항대로 165 에이동 (마곡동 원그로브),서울,접착제 및 기타 화학제품 제조업,제조
